content,up_class
"​​ КАК И ЗАЧЕМ EN+ ПРОИЗВОДИТ РЕВОЛЮЦИЮ В ОБЛАСТИ НИЗКОУГЛЕРОДНОГО АЛЮМИНИЯ.   Тренд на снижение выбросов CO- один из главных трендов в ЕС на данный момент. En+  решила воспользоваться данным трендом и инициировала  запуск платформы для торговли низкоуглеродным алюминием, ожидая получения премии за более экологичный продукт. Запуск торгов планируется в первой половине 2021.  En+ станет главным бенефециаром торгов низкоуглеродным алюминием, как самый экологичный производитель в мире. Выбросы СОпри производстве тонны алюминия EN+ составляют всего тонн против тонн в среднем по миру и тонн по Китаю - крупнейшему производителю алюминия. Причина - использование экологичной и дешёвой гидрогенерации в качестве источника электроэнергии.  Премия может составить до  от текущей цены алюминия. ЕС может ввести трансграничный налог на выбросы СОдля импортируемой продукции. BCG оценивает его величину в $на тонну СО2. В таком случае потребитель будет готов заплатить премию за алюминий EN+ в размере $к среднемировому аналогу и $к китайскому, что составляет  и  от цены металла на LME.",0
"О ВЫСОКОЙ ДИВДОХОДНОСТИ ДЕТСКОГО МИРА МОЖНО ЗАБЫТЬ.    Дивдоходность акций Детского мира  за в лучшем случае составит 5,, но с большой вероятностью доходность будет ниже.   Менеджмент подтвердил готовность выплачивать дивиденды в размере  прибыли РСБУ. За первое полугодие акционеры заработали рубля на акцию.  Даже если предположить, что второе полугодие будет в раза успешнее что очень маловероятно, то итоговый дивиденд может составить рубля на акцию - при текущей цене итоговая дивдоходность составит . Если второе полугодие будет вдвое лучше первого, итоговая дивдоходность составит к текущим .  О высоких дивидендах Детского мира можно забыть.",0
"ПРИБЫЛЬ ДЕТСКОГО МИРА ЗА ПОЛУГОДИЕ УПАЛА ПОЧТИ НА .    Мы попросили один из источников РДВ, аналитика потребительского сектора, прокомментировать отчетность Детского мира , прогноз которого реализуется прямо сейчас.  Помимо фактического провала падение прибыли за полгода почти на  или в два раза, в отчетности явно видны забавные попытки манипуляции мнением инвесторов  Первая строка пресс-релиза гласит об увеличении скорректированной EBITDA на  в июне года. Источник поясняет - скорректированная EBITDA в июне, конечно, выросла, однако за полугодие она выросла всего на , а прибыль без учета корректировок вообще упала на  г/г.  Менеджмент, очевидно, привлекает внимание к малюсенькому позитиву, пытаясь ""завесить"" весьма существенный негатив.  Эффект отложенного спроса помог компании в июне, однако последующая динамика расходов россиян указывает на сокращение спроса - квартал будет слабее. Менеджмент заявляет о готовности продолжать платить  чистой прибыли, однако при текущем падении прибыли на  дивиденды так же снижаются в два раза.  Справедливая стоимость акций Детского мира  равна рублей, даунсайд .  Ознакомиться с моделью источников РДВ по расчету справедливой стоимости акций можно здесь.",0
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
МРСК ЦП  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
МосБиржа  руб.,0
Детский мир   МСФО за кв. 2020,0
Новатэк   СД о дивидендах за мес. 2020,0
"УЖЕ С СЕНТЯБРЯ АФК СИСТЕМА СМОЖЕТ ПРОДАТЬ ПАКЕТ В ДЕТСКОМ МИРЕ.    сентября - день снятия запрета на продажу акций Детского мира  АФК Системой и РКИФ. Вероятнее всего, в течение нескольких дней после даты снятия ограничений будет проведено финальное размещение акций Детского мира. Система полностью выйдет из компании до выплаты дивидендов сентября, сэкономив на налоге по дивидендам.  Почему это плохо для миноритариев Детского мира?  Это сигнал об отсутствии перспектив, по мнению АФК Системы, в инвестиционной истории Детского мира. Аналитики Системы считают, что акции Детского мира сегодня оценены выше справедливой цены, и предпочитают продать бумаги.  Компания останется без крупного акционера, станет полностью рыночной, баланс влияния сместится в сторону менеджмента - мелкие акционеры не смогут влиять на деятельность компании в том же объеме, в котором это делала Система. Система выйдет, а акционеры останутся с бумагами компании с отрицательным капиталом.",0
"​​ РУСГИДРО ПОТЕНЦИАЛЬНО МОЖЕТ ДАТЬ  ДИВДОХОДНОСТИ ЗА МЕСЯЦЕВ.   августа РусГидро  отчитается о финансовых результатах по МСФО, а также проведет конференц-звонок, на котором ожидаются подробности по дате выплаты дивиденда за год.  Ситуация в компании складывается так, что в следующие месяцев РусГидро может дать  дивидендной доходности. То есть является одной из самых дивидендных акций в России.  Как такое получилось?   Во-первых, источники РДВ ожидают увеличение чистой прибыли на  г/г до млрд руб. рекордный результат - в пересчете на дивиденды это руб. на акцию, что соответствует  доходности. То есть даже если за 2-ое полугодие компания ничего не заработает, результатов 1-го полугодия будет достаточно, чтобы заплатить  по итогам года.   Во-вторых, компания пока что не заплатила дивиденд за год, однако его значение заранее известно - руб. на акцию, что дает  доходности. Ждем в четверг подробностей по выплате.  Дивиденд за год  и дивиденд за  суммарно могут дать дивдоходность в  в течение месяцев.  Он обусловлен    Увеличением выработки электроэнергии на  в первом полугодии.   А также переоценкой форварда, заключенного с ВТБ. Увеличение цены акции на руб. уменьшает цену форварда на млн рублей и увеличивает прибыль на соответствующую величину. За 1-ое полугодие акция РусГидро выросла на коп., что дает млрд руб. прибыли компании по итогам 1-го полугодия.",1
ЛЕНТА — НОВЫЙ ЭМИТЕНТ НА NEO.PUTINOMICS   Лента   Справедливая цена  руб. Апсайд  ,1
"ГАЗПРОМБАНК ПРИНЕСЕТ РОСТЕЛЕКОМУ ОКОЛО МЛРД РУБ. ВЫРУЧКИ В ГОД.   Газпромбанк может вскоре запустить виртуальный мобильный оператор MVNO на сетях Tele2, который является ""дочкой"" Ростелекома . Ранее такими клиентами оператора стали в Тинькофф банк и Сбербанк, в ВТБ.  Ожидается, что число клиентов мобильной сети Газпромбанка составит около тысяч абонентов. По мнению аналитиков, виртуальный оператор может отдавать от своей выручки мобильному оператору. Teleможет заработать до млрд руб. дополнительной выручки  от выручки схожего по числу абонентов Тинькофф Мобайла за год.  За год число абонентов MVNO Teleвыросло на  и достигло млн человек, выручка компании от этого сегмента выросла на . Продолжение этой динамики приведет к росту прибыли Tele2, а соответственно и Ростелекома.",1
"​​ ВЫРУЧКА EN+ МОЖЕТ ВЫРАСТИ НА  К 2025.    En+ может увеличить выручка на  к году благодаря росту цен на мощность и программе ДПМ-2.  En+  модернизирует  угольных мощностей 1,МВт с по годы по программе ДПМс гарантированным возвратом инвестиций. Цена мощности будет превышать рыночную в 2раза, что позволит компании значительно повысить рентабельность и эффективность генерирующих активов. В полном объеме эффект от ДПМ скажется на финансовых результатах EN+ в году в размере порядка млрд рублей.  En+ может достроить Тельмамскую ГЭС мощностью МВт с гарантированной  доходностью для снабжения БАМа электричеством. После ввода в эксплуатацию Тельмамская ГЭС сможет увеличить чистую прибыль EN+ дополнительно на 3млрд рублей, что составляет от прибыли энергетического сегмента за год.",1
"​​ ЦЕНА НА МОЩНОСТЬ EN+ МОЖЕТ ВЫРАСТИ НА  К ГОДУ.   EN+  может стать одним из главных бенефициаров либерализации цен на мощность во второй ценовой зоне, стоимость мощности может вырасти более чем на .  Рыночные цены на мощность утверждены вплоть до года - рост во второй ценовой зоне за лет составит , однако ежегодно они будут дополнительно увеличиваться за счет индексации на инфляцию. Конкурентный отбор мощности на год будет проведен до сентября этого года - его итоги могут стать драйвером роста для акций компаний электроэнергетического сектора.  Во второй ценовой зоне находятся  генерирующих мощностей EN+. По прогнозу компании полный рост цен на мощность к году составит   с учетом прогнозируемой инфляции. По рыночным ценам компания в году продала более  мощности против  в году, в дальнейшем можно ожидать продолжение тренда на либерализацию рынка и увеличения продаж по свободным ценам.",0
"EN+ МОЖЕТ ПРОДОЛЖИТЬ РАЛЛИ В АКЦИЯХ РУСАЛА И АЛЮМИНИИ.    En+  владеет  долей в Русале и, по оценкам источников РДВ, рост Русала на  в теории должен увеличивать капитализацию En+  на .  Акции Русала находятся в активной фазе восстановления на фоне роста цен на алюминия, который в рублях с начала года вырос уже на . Это связано с восстановлением экономики и ослаблением индекса доллара.  Сильные операционные результаты энергетического сегмента, восстановление цен на электроэнергию и рост цен на алюминий в ближайшее время помогут En+ компенсировать отставание от Русала и рынка в целом.",0
М.ВИДЕО — НОВЫЙ ЭМИТЕНТ НА NEO.PUTINOMICS   М.Видео   Справедливая цена  руб. Апсайд  ,1
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
МРСК ЦП  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
МосБиржа  руб.,0
"Западные автоконцерны при поддержке Газпрома  попросили беспрецедентных льгот для СПГ-автомобилей. Против инициативы выступает КАМАЗ  - единственный производитель СПГ-тягачей в России. При принятии инициативы КАМАЗ может получить субсидии, компенсирующие обнуление пошлин и сборов иностранным производителям.",0
"Западные автоконцерны при поддержке Газпрома  попросили беспрецедентных льгот для СПГ-автомобилей. Против инициативы выступает КАМАЗ  - единственный производитель СПГ-тягачей в России. При принятии инициативы КАМАЗ может получить субсидии, компенсирующие обнуление пошлин и сборов иностранным производителям.",0
М.Видео   МСФО за мес. г.,1
"Актуальный состав дивидендного портфеля  Сургутнефтегаз преф. , МТС , Globaltrans, ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"Актуальный состав дивидендного портфеля  Сургутнефтегаз преф. , МТС , Globaltrans, ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"Актуальный состав дивидендного портфеля  Сургутнефтегаз преф. , МТС , Globaltrans, ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"Актуальный состав дивидендного портфеля  Сургутнефтегаз преф. , МТС , Globaltrans, ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"Актуальный состав дивидендного портфеля  Сургутнефтегаз преф. , МТС , Globaltrans, ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"​​ ПОЛИМЕТАЛЛ  ЗОЛОТОДОБЫТЧИК С ОТСУТСТВИЕМ РОСТА.   Полиметалл  - стагнирующая компания с высокой себестоимостью добычи золота. Это значит, что цены акций компании должны сильно зависеть от цены унции золота. Однако, акции Полиметалла находятся около исторических максимумов даже после коррекции золота.  Полиметалл планирует увеличить добычу золота и серебра в золотом эквиваленте к году всего на  до унций, в то время как на бирже представлены золотодобывающие компании, которые по прогнозам планируют увеличивать добычу более, чем на .  В то же время Полиметалл имеет одну из самых высоких стоимостей добычи золота TCC  почти в раза выше, чем у Полюса. Поэтому коррекция цен на золото должна существенно снижать потенциальную прибыль компании и дивиденды.  Полиметалл выглядит существенно хуже для акционеров как с точки зрения инвестирования на долгий срок увеличения производства почти не планируется, так и для краткосрочной покупки высокая себестоимость.",1
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
МРСК ЦП  руб.,0
Юнипро  руб.,0
АФК Система  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
МосБиржа  руб.,0
"21.08.УТРЕННИЙ БРИФИНГ    Johnson&Johnson к концу сентября планирует начать самое большое испытание вакцины от коронавируса. Общее количество участников испытания может составить тысяч человек, что вдвое больше, чем при прочих подобных испытаниях. Ожидается, что данная вакцина может быть готова к началу года.  За чем следить сегодня   Мосбиржа  отчитается по МСФО за кв. 2020. Прогноз  комиссионные доходы млрд руб., процентные доходы млрд руб., прибыль млрд руб.  США  PMI в производственном секторе в августе мск. Прогноз   Великобритания  PMI в производственном секторе в августе мск. Пред   ЕС  PMI в производственном секторе в августе мск. Прогноз   Германия  PMI в секторе услуг в августе мск. Прогноз   Германия  PMI в производственном секторе в августе мск. Прогноз ",0
"Источники РДВ считают, что в этих условиях опасно держать акции золотодобытчиков, как Полюс  или Полиметалл , т.к. в них может начать коррекция вслед за золотом. А защититься от возможного отскока индекса доллара можно с помощью префов Сургутнефтегаза , чьи дивиденды увеличиваются при росте доллара.",0
"Источники РДВ считают, что в этих условиях опасно держать акции золотодобытчиков, как Полюс  или Полиметалл , т.к. в них может начать коррекция вслед за золотом. А защититься от возможного отскока индекса доллара можно с помощью префов Сургутнефтегаза , чьи дивиденды увеличиваются при росте доллара.",1
"Источники РДВ считают, что в этих условиях опасно держать акции золотодобытчиков, как Полюс  или Полиметалл , т.к. в них может начать коррекция вслед за золотом. А защититься от возможного отскока индекса доллара можно с помощью префов Сургутнефтегаза , чьи дивиденды увеличиваются при росте доллара.",0
"Россети  находятся в парадоксальной ситуации, когда дисконт только к публичным дочкам практически равен нулю, а в определенный момент даже был отрицательным. Источники РДВ считают текущую оценку Россетей завышенной. При этом крупнейшие активы Россетей вроде ФСК ЕЭС  или Ленэнерго не имеют значительного апсайда, чтобы оправдать текущую оценку компании.",0
"Россети  находятся в парадоксальной ситуации, когда дисконт только к публичным дочкам практически равен нулю, а в определенный момент даже был отрицательным. Источники РДВ считают текущую оценку Россетей завышенной. При этом крупнейшие активы Россетей вроде ФСК ЕЭС  или Ленэнерго не имеют значительного апсайда, чтобы оправдать текущую оценку компании.",0
"Источники РДВ считают, что в текущей ситуации акции Россетей могут иметь апсайд только при консолидации своих дочек. В этом случае выгоднее держать наиболее сильные дочки, вроде МРСК ЦП , а не сами Россети.",0
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
МРСК ЦП  руб.,0
Юнипро  руб.,0
АФК Система  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
МосБиржа  руб.,0
"Газпромнефть  отчитается по МСФО за кв. 2020. Прогноз  выручка млрд руб., EBITDA млрд руб., прибыль млрд руб.",0
"Магнит  отчитается по МСФО за кв. 2020. Прогноз  выручка млрд руб., EBITDA млрд руб., прибыль млрд руб.",0
"Эксперты клуба подтверждают актуальный состав портфеля  Сургутнефтегаз преф. , МТС , ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"Эксперты клуба подтверждают актуальный состав портфеля  Сургутнефтегаз преф. , МТС , ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"ФСК ЕЭС  - источники РДВ подтверждают прогноз по дивидендной доходности в  в ближайшие месяцев. Мы считаем, что электрификация Транссиба и БАМа будет просубсидированы государством, как стратегически важные проекты, поэтому дивиденды не под угрозой.",0
"Эксперты клуба подтверждают актуальный состав портфеля  Сургутнефтегаз преф. , МТС , ФСК ЕЭС , МРСК ЦП , Юнипро .",0
"Юнипро  - во время недавней отчётности компания подтвердила намерение выплатить млрд руб. в виде дивидендов в году, несмотря на очередной перенос ДПМ блока Берёзовской ГРЭС.",0
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
МРСК ЦП  руб.,0
Юнипро  руб.,0
АФК Система  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
МосБиржа  руб.,0
Мечел обычка  руб.,0
Мечел преф  руб.,0
"Газпром  сохраняет позитивный взгляд на стоимость своих акций, отмечая их недооцененность рынком и потенциал роста в долгосрочной перспективе, который в данный момент сдерживается ценами на газ и снижением объема экспорта. Газпром на текущий момент не планирует изменять частоту дивидендов, считает оптимальным выплачивать их раз в год и не намерен избегать выплат.",0
"МТС  отчитается по МСФО за кв. 2020. Прогноз  выручка млрд руб., OIBDA млрд руб., прибыль млрд руб.",0
"QIWI  отчитается по МСФО за кв. 2020. Прогноз скорректированных показателей  выручка млрд руб., EBITDA млрд руб., прибыль млрд руб.",0
Ростелеком   последний день с дивидендом руб за год.,0
"РАЗБОР. БАНК САНКТ-ПЕТЕРБУРГ.    Банк «Санкт-Петербург»  - один из крупнейших региональных банков России, основанный в году. Банк осуществляет свою деятельность на территории Санкт-Петербурга, Ленинградской области, Москвы и ряде других регионов. Приоритетные направления деятельности Банка — кредитование, расчетно-кассовое обслуживание, обслуживание юридических и физических лиц, операции на валютном рынке, рынке межбанковских кредитов, операции с ценными бумагами.  Акционеры  А.В. Савельев и менеджмент - ; Европейский банк реконструкции и развития ЕБРР - ; Европейский банк реконструкции и развития ЕБРР - ; Казначейские акции - ; Free float - . Владимир Путин владеет акциями банка.  Финансовые результаты за кв. года   Выручка  млрд руб  г/г  Чистый процентный доход  млрд руб  г/г  Чистый комиссионный доход  млрд руб   Чистая прибыль  млрд руб  г/г  Дивиденды  Дивидендная политика предусматривает отчисления на выплату дивидендов не менее  от чистой прибыли по МСФО с учетом имеющегося в распоряжении свободного капитала. Из-за влияния COVIDпринято решение не выплачивать дивиденды по итогам года. Банк может вернуться к рассмотрению выплаты дивидендов за год осенью 2020. При минимальной выплате  чистой прибыли МСФО дивиденд может составить руб. на акцию дивдоходность  к текущей цене акции.  Стратегия управления капиталом   Банк стремится достичь уровня P/B-0.с текущих;  Банк не планирует новые эмиссии акций;  Банк не имеет намерение удерживать избыточный капитал и в случае превышения показателя достаточности основного капитала H1.на уровнем  готов распределять капитал акционерам двумя способами  дивиденды и обратный выкуп акций;  При проведении обратного выкупа акций, Банк намерен погашать выкупленные акции;  Банк намерен поддерживать целевой уровень достаточности капитала - не ниже , основной капитала - не ниже  по РСБУ;  Основным источником роста капитала является генерация прибыли.",1
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
Интер РАО  руб.,1
Юнипро  руб.,0
АФК Система  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
МосБиржа  руб.,0
Мечел обычка  руб.,0
Мечел преф  руб.,0
"Газпром  продолжил снижать цены на собственной электронной площадке - они оказались существенно ниже котировок на хабах стран ЕС. В первую декаду августа «Газпром экспорт» продавал газ в среднем по $72.за тысячу кубометров. Это на $0.дешевле, чем в июле. И цены на российский газ оказались существенно ниже европейских. На европейской бирже TTF газ с доставкой в сентябре уже продают по $98. При этом цена, при которой американский СПГ становится рентабельным $150.",0
"Вчера стало известно, что основатель золотодобывающей компании Petropavlovsk  Павел Масловский покинул компанию, говорится в сообщении Petropavlovsk. На бирже положительно оценили разрешение корпоративного конфликта, акция вчера была лидером роста и выросла на .",1
Татнефть   решение вчерашнего СД по дивидендам.,0
"​​ РОСТ ЯНДЕКСА - НЕРЫНОЧНАЯ ИСТОРИЯ, ДАЮЩАЯ ВОЗМОЖНОСТЬ ЗАФИКСИРОВАТЬ ПРИБЫЛЬ.    С середины июня акции Яндекса выросли на , хотя международные аналоги в лучшем случае прибавили  за тот же период.  Причиной роста акций Яндекса  стало его включение в индекс MSCI Russia. Включение в индекс означает, что индексные фонды обязаны с по августа купить акции Яндекса. Суммарный объём таких покупок составит около $млрд, что составляет 6средний дневных объёмов и  капитализации компании. Инвесторы, с июня набиравшие позиции и подталкивавшие акцию наверх, могут начать фиксировать прибыль.  При этом позитивных изменений в фундаментальной оценке компании за время роста на  не происходило. Налоговый манёвр в IT-компаниях не касается Яндекса, а отчётность за второй квартал не впечатлила инвесторов падением выручки от основного бизнеса на  г/г.  Более того, рост Яндекса привёл к отрыву его оценки от оценки даже западных техов. Даже если смотреть на прогнозный мультипликатор EV/EBITDA 2022-го года, Яндекс оценён на дороже, чем Facebook или Alphabet.  Вероятно, в сентябре, когда огромный спрос со стороны пассивных фондов уйдёт, акции Яндекса могут потерять поддержку и их оценка вернётся к дисконту в к менее рисковым западным аналогам. До этого времени мы рекомендуем зафиксировать прибыль по акциям Яндекса.",1
"РОСТЕЛЕКОМ  ГОСЗАКАЗ НА ИСКУССТВЕННЫЙ ИНТЕЛЛЕКТ.   Ростелеком использует искусственный интеллект для реальных задач. Ростелеком  отчитался о работе нейросети на ЕГЭ. По данным компании, искусственный интеллект распознал половину из всех нарушений, совершенных во время экзамена.  С помощью технологии эффективность контроля была повышена в раз. Так если человек способен следить только за аудиториями, то нейросеть способна анализировать видео-поток из аудиторий одновременно. В будущем подобные системы могут быть использованы не только на экзаменах, но и для контроля за порядком, что существенно увеличит доходы компании благодаря госконтрактам.",0
"TELEЗАПУСТИЛ СЕТЬ 5G.   Teleодним из первых запустил сеть 5G для своих клиентов. Сотовый оператор Tele2, недавно приобретенный Ростелекомом , с августа запустил 5G в Швейцарии для своих российских абонентов и сейчас ведет переговоры о сотрудничестве еще с странами. Помимо Teleподобный проект есть еще у Мегафона.  Цель подобного запуска - продемонстрировать возможности оператора в области 5G, в частности, при будущем запуске в России, который будет произведен при большем распространении устройств с поддержкой 5G. Только в июне в России было продано более тыс 5G-смартфонов, что составило  рынка в денежном выражении и около  в натуральном.",0
Новатэк  руб.,0
Сургутнефтегаз обычка  руб.,0
Сургутнефтегаз преф  руб.,0
Интер РАО  руб.,1
Юнипро  руб.,0
АФК Система  руб.,0
Башнефть преф  руб.,0
Детский мир  руб.,0
ТКС  руб.,1
QIWI  руб.,0
Мечел обычка  руб.,0
Мечел преф  руб.,0
Мосэнерго  руб.,0
"Мобильный оператор Tele2, подразделение Ростелекома , с августа запустил 5G для российских абонентов, прибывающих на территорию Швейцарии.",0
"ИнтерРАО   МСФО кв. 2020. Консенсус-прогноз  выручка млрд, EBITDA млрд, чистая прибыль млрд.",1
"ПРОДАЖИ АЛРОСЫ ВОССТАНОВЯТСЯ ИЗ-ЗА РОСТА СПРОСА В США.    Финансовые показатели Алросы во полугодии придут в норму благодаря росту продаж в США. Ограничения из-за коронавируса сняты, снижаются риски новых волн вируса благодаря разработке вакцин. Традиционно квартал – сильный для продаж Алросы .  Рынок ювелирных изделий в США восстанавливается. Консенсус Bloomberg учитывает рост спроса в США при прогнозировании выручки Алросы. США занимает  рынка ювелирных алмазов и имеет все шансы на восстановление    Коронавирус в США начал замедляться. С начала августа тенденция идет на спад, что увеличивает поток клиентов в магазины.   В США принято дарить крупные камни, массой более карат. Маржинальность продажи алмазов напрямую связана с их размером и весом  гораздо более маржинальными являются крупные алмазы, в то время как совсем мелкие алмазы пригодны для технического применения.  Рождественские праздники – пик продаж ювелирных изделий. Тенденция наблюдается во многих странах, а в США Рождество имеет особое значение. В этот период люди видятся со своими родными и близкими и дарят друг другу подарки, частью которых являются украшения.   К концу года рынок алмазов частично восстановится, что увеличит финансовые результаты Алросы.",1
"​​ АНАЛИТИКИ ОЖИДАЮТ ВОССТАНОВЛЕНИЯ ПРОДАЖ АЛРОСЫ К КОНЦУ ГОДА ДАЖЕ БЕЗ ГОХРАНА.    Аналитики настроены положительно к результатам Алросы по итогам года. Консенсус-прогноз Bloomberg ожидает положительный денежный поток в году, равный примерно половине прошлогодних значений. При этом прогноз не учитывает возможные закупки Гохрана.   Консенсус Bloomberg ожидает восстановление продаж Алросы. По итогам года прогнозируют выручку в размере млрд. рублей, EBITDA на уровне млрд. рублей и положительный денежный поток FCF в размере млрд. рублей.   С закупками Гохрана финансовые результаты и дивиденды Алросы окажутся выше прогнозов см таблицу. Дивидендная доходность окажется высокой, поскольку закупки Гохрана поддержат Алросу   и Якутию, бюджет которой сильно зависит от дивидендов компании.  С учетом прогнозов и закупок Гохрана финальная дивдоходномть Алросы может составить до . Консенсус прогнозирует восстановление продаж Алросы к концу года и положительный свободный денежный поток даже без Гохрана. С учетом поддержки от государства компания закончит год на уровне прошлых значений.",1
"АЛРОСА  ЕСЛИ ПОКУПКА АЛМАЗОВ ГОХРАНОМ СОСТОИТСЯ, ДИВИДЕНДНЫЙ ДОХОД СОСТАВИТ 10.    Алроса может получить деньги за покупки в Гохран и выплатить дивиденды за год. Выкуп сырья на $млрд может увеличить прогнозную выручку Алросы  по итогам года на треть. Дивидендные выплаты могут составить 7рублей, что даст к текущим ценам.   Минфин одобряет закупку сырья Алросы в Госфонд. Окончательное решение пока не принято, но в Алросе и правительстве Якутии — крупном акционере компании — ожидают, что сумма выкупа будет в пределах ранее обозначенного диапазона $0.5–млрд. Деньги нужны не только Алросе, но и бюджету Якутии для компенсации потерь в 10млрд руб по итогам года.   Покупка алмазов увеличит денежный поток компании на от суммы выкупа. Необходимые алмазы уже добыты и находятся в запасах компании, издержки будут только на доставку алмазов в хранилище Гохрана.  Гохран увеличит свободный денежный поток Алросы на 65млрд. рублей. В первом полугодии денежный поток компании оказался отрицательным  млрд. рублей. При ожидаемом свободном денежном потоке за полугодие около 0, годовой FCF будет положительным и составит 57млрд. рублей.  Алроса может выплатить 7рублей по итогам года. Что дает дивидендной доходности.",1
